"date","state","people_vaccinated_per_hundred","people_fully_vaccinated_per_hundred","abb"
2021-04-02,"North Dakota",33.66,21.61,"ND"
2021-04-03,"North Dakota",34.29,22.59,"ND"
2021-04-04,"North Dakota",34.51,22.9,"ND"
2021-04-05,"North Dakota",34.62,23.02,"ND"
2021-04-06,"North Dakota",34.64,23.17,"ND"
2021-04-07,"North Dakota",34.79,23.47,"ND"
2021-04-08,"North Dakota",35.21,23.99,"ND"
2021-04-09,"North Dakota",35.69,25.02,"ND"
2021-04-10,"North Dakota",36.27,26.02,"ND"
2021-04-11,"North Dakota",36.59,26.65,"ND"
2021-04-12,"North Dakota",36.82,27.13,"ND"
2021-01-12,"Ohio",2.67,NA,"OH"
2021-01-13,"Ohio",2.82,NA,"OH"
2021-01-14,"Ohio",2.9,NA,"OH"
2021-01-15,"Ohio",3.1,0.12,"OH"
2021-01-16,"Ohio",NA,NA,"OH"
2021-01-17,"Ohio",NA,NA,"OH"
2021-01-18,"Ohio",NA,NA,"OH"
2021-01-19,"Ohio",3.81,0.23,"OH"
2021-01-20,"Ohio",3.9,0.26,"OH"
2021-01-21,"Ohio",3.9,0.26,"OH"
2021-01-22,"Ohio",4.28,0.38,"OH"
2021-01-23,"Ohio",4.58,0.51,"OH"
2021-01-24,"Ohio",4.92,0.61,"OH"
2021-01-25,"Ohio",5.2,0.66,"OH"
2021-01-26,"Ohio",5.37,0.69,"OH"
2021-01-27,"Ohio",5.62,0.76,"OH"
2021-01-28,"Ohio",5.85,0.91,"OH"
2021-01-29,"Ohio",6.13,1.08,"OH"
2021-01-30,"Ohio",6.5,1.29,"OH"
2021-01-31,"Ohio",6.76,1.4,"OH"
2021-02-01,"Ohio",7.05,1.53,"OH"
2021-02-02,"Ohio",7.31,1.62,"OH"
2021-02-03,"Ohio",7.56,1.72,"OH"
2021-02-04,"Ohio",7.78,1.86,"OH"
2021-02-05,"Ohio",8.01,2.05,"OH"
2021-02-06,"Ohio",8.35,2.27,"OH"
2021-02-07,"Ohio",8.61,2.44,"OH"
2021-02-08,"Ohio",8.89,2.62,"OH"
2021-02-09,"Ohio",9.06,2.68,"OH"
2021-02-10,"Ohio",9.22,2.8,"OH"
2021-02-11,"Ohio",9.48,2.99,"OH"
2021-02-12,"Ohio",9.94,3.21,"OH"
2021-02-13,"Ohio",10.27,3.5,"OH"
2021-02-14,"Ohio",10.62,3.83,"OH"
2021-02-15,"Ohio",NA,NA,"OH"
2021-02-16,"Ohio",11.2,4.13,"OH"
2021-02-17,"Ohio",11.34,4.25,"OH"
2021-02-18,"Ohio",11.49,4.4,"OH"
2021-02-19,"Ohio",12.25,4.82,"OH"
2021-02-20,"Ohio",12.49,5.16,"OH"
2021-02-21,"Ohio",12.72,5.56,"OH"
2021-02-22,"Ohio",12.82,5.86,"OH"
2021-02-23,"Ohio",12.93,6.03,"OH"
2021-02-24,"Ohio",13.14,6.32,"OH"
2021-02-25,"Ohio",13.36,6.63,"OH"
2021-02-26,"Ohio",13.63,6.89,"OH"
2021-02-27,"Ohio",14.02,7.25,"OH"
2021-02-28,"Ohio",14.43,7.67,"OH"
2021-03-01,"Ohio",14.74,7.87,"OH"
2021-03-02,"Ohio",15.02,8.11,"OH"
2021-03-03,"Ohio",15.35,8.34,"OH"
2021-03-04,"Ohio",15.65,8.55,"OH"
2021-03-05,"Ohio",16.03,8.74,"OH"
2021-03-06,"Ohio",16.63,9.06,"OH"
2021-03-07,"Ohio",17.12,9.44,"OH"
2021-03-08,"Ohio",17.47,9.85,"OH"
2021-03-09,"Ohio",17.71,10.08,"OH"
2021-03-10,"Ohio",18.04,10.35,"OH"
2021-03-11,"Ohio",18.49,10.63,"OH"
2021-03-12,"Ohio",19.1,11.01,"OH"
2021-03-13,"Ohio",19.84,11.49,"OH"
2021-03-14,"Ohio",20.43,11.87,"OH"
2021-03-15,"Ohio",20.89,12.21,"OH"
2021-03-16,"Ohio",21.1,12.38,"OH"
2021-03-17,"Ohio",21.45,12.62,"OH"
2021-03-18,"Ohio",22.02,12.86,"OH"
2021-03-19,"Ohio",22.64,13.16,"OH"
2021-03-20,"Ohio",23.34,13.49,"OH"
2021-03-21,"Ohio",24.05,13.86,"OH"
2021-03-22,"Ohio",24.52,14.12,"OH"
2021-03-23,"Ohio",24.84,14.26,"OH"
2021-03-24,"Ohio",25.37,14.45,"OH"
2021-03-25,"Ohio",25.93,14.74,"OH"
2021-03-26,"Ohio",26.61,15.16,"OH"
2021-03-27,"Ohio",27.37,15.61,"OH"
2021-03-28,"Ohio",27.95,16.13,"OH"
2021-03-29,"Ohio",28.44,16.42,"OH"
2021-03-30,"Ohio",28.7,16.59,"OH"
2021-03-31,"Ohio",29.09,16.86,"OH"
2021-04-01,"Ohio",29.64,17.21,"OH"
2021-04-02,"Ohio",30.32,17.68,"OH"
2021-04-03,"Ohio",31.1,18.27,"OH"
2021-04-04,"Ohio",31.74,18.78,"OH"
2021-04-05,"Ohio",32.15,19.09,"OH"
2021-04-06,"Ohio",32.36,19.24,"OH"
2021-04-07,"Ohio",32.8,19.54,"OH"
2021-04-08,"Ohio",33.37,20.15,"OH"
2021-04-09,"Ohio",34.04,20.84,"OH"
2021-04-10,"Ohio",34.66,21.6,"OH"
2021-04-11,"Ohio",34.67,21.61,"OH"
2021-04-12,"Ohio",35.65,22.93,"OH"
2021-01-12,"Oklahoma",2.76,0.44,"OK"
2021-01-13,"Oklahoma",3,0.56,"OK"
2021-01-14,"Oklahoma",4.04,NA,"OK"
2021-01-15,"Oklahoma",4.38,0.73,"OK"
2021-01-16,"Oklahoma",NA,NA,"OK"
2021-01-17,"Oklahoma",NA,NA,"OK"
2021-01-18,"Oklahoma",NA,NA,"OK"
2021-01-19,"Oklahoma",5.3,0.78,"OK"
2021-01-20,"Oklahoma",5.5,0.82,"OK"
2021-01-21,"Oklahoma",5.84,0.88,"OK"
2021-01-22,"Oklahoma",6.27,0.95,"OK"
2021-01-23,"Oklahoma",6.65,0.99,"OK"
2021-01-24,"Oklahoma",7.06,1.04,"OK"
2021-01-25,"Oklahoma",7.14,1.05,"OK"
2021-01-26,"Oklahoma",7.2,1.06,"OK"
2021-01-27,"Oklahoma",7.49,1.18,"OK"
2021-01-28,"Oklahoma",7.8,1.33,"OK"
2021-01-29,"Oklahoma",8.18,1.53,"OK"
2021-01-30,"Oklahoma",8.58,1.73,"OK"
2021-01-31,"Oklahoma",9.02,1.98,"OK"
2021-02-01,"Oklahoma",9.11,2.03,"OK"
2021-02-02,"Oklahoma",9.16,2.03,"OK"
2021-02-03,"Oklahoma",9.4,2.21,"OK"
2021-02-04,"Oklahoma",9.65,2.51,"OK"
2021-02-05,"Oklahoma",9.94,2.89,"OK"
2021-02-06,"Oklahoma",10.27,3.32,"OK"
2021-02-07,"Oklahoma",10.73,3.68,"OK"
2021-02-08,"Oklahoma",10.9,3.82,"OK"
2021-02-09,"Oklahoma",10.93,3.85,"OK"
2021-02-10,"Oklahoma",11.14,4.1,"OK"
2021-02-11,"Oklahoma",11.43,4.36,"OK"
2021-02-12,"Oklahoma",11.58,4.51,"OK"
2021-02-13,"Oklahoma",11.83,4.77,"OK"
2021-02-14,"Oklahoma",12.06,5.08,"OK"
2021-02-15,"Oklahoma",NA,NA,"OK"
2021-02-16,"Oklahoma",12.24,5.21,"OK"
2021-02-17,"Oklahoma",12.27,5.23,"OK"
2021-02-18,"Oklahoma",12.31,5.29,"OK"
2021-02-19,"Oklahoma",14.3,6.09,"OK"
2021-02-20,"Oklahoma",14.48,6.34,"OK"
2021-02-21,"Oklahoma",14.77,6.93,"OK"
2021-02-22,"Oklahoma",14.92,7.3,"OK"
2021-02-23,"Oklahoma",15.07,7.54,"OK"
2021-02-24,"Oklahoma",15.51,7.82,"OK"
2021-02-25,"Oklahoma",15.94,8.2,"OK"
2021-02-26,"Oklahoma",16.36,8.74,"OK"
2021-02-27,"Oklahoma",16.83,9.29,"OK"
2021-02-28,"Oklahoma",17.4,9.93,"OK"
2021-03-01,"Oklahoma",17.8,10.12,"OK"
2021-03-02,"Oklahoma",17.9,10.15,"OK"
2021-03-03,"Oklahoma",18.22,10.41,"OK"
2021-03-04,"Oklahoma",18.69,10.77,"OK"
2021-03-05,"Oklahoma",19.23,11.01,"OK"
2021-03-06,"Oklahoma",19.76,11.31,"OK"
2021-03-07,"Oklahoma",20.29,11.58,"OK"
2021-03-08,"Oklahoma",20.68,11.76,"OK"
2021-03-09,"Oklahoma",20.79,11.83,"OK"
2021-03-10,"Oklahoma",21.22,12.11,"OK"
2021-03-11,"Oklahoma",21.82,12.29,"OK"
2021-03-12,"Oklahoma",22.52,12.46,"OK"
2021-03-13,"Oklahoma",23.27,12.7,"OK"
2021-03-14,"Oklahoma",23.81,12.96,"OK"
2021-03-15,"Oklahoma",24.16,13.07,"OK"
2021-03-16,"Oklahoma",24.26,13.09,"OK"
2021-03-17,"Oklahoma",24.66,13.49,"OK"
2021-03-18,"Oklahoma",25.28,13.69,"OK"
2021-03-19,"Oklahoma",25.91,13.92,"OK"
2021-03-20,"Oklahoma",26.48,14.17,"OK"
2021-03-21,"Oklahoma",27.05,14.54,"OK"
2021-03-22,"Oklahoma",27.33,14.82,"OK"
2021-03-23,"Oklahoma",27.45,14.91,"OK"
2021-03-24,"Oklahoma",28.09,15.18,"OK"
2021-03-25,"Oklahoma",28.57,15.64,"OK"
2021-03-26,"Oklahoma",29.13,16.04,"OK"
2021-03-27,"Oklahoma",29.64,16.49,"OK"
2021-03-28,"Oklahoma",30.14,17.08,"OK"
2021-03-29,"Oklahoma",30.37,17.32,"OK"
2021-03-30,"Oklahoma",30.49,17.4,"OK"
2021-03-31,"Oklahoma",30.95,17.81,"OK"
2021-04-01,"Oklahoma",31.43,18.47,"OK"
2021-04-02,"Oklahoma",32.06,19.04,"OK"
2021-04-03,"Oklahoma",32.61,19.73,"OK"
2021-04-04,"Oklahoma",33.05,20.26,"OK"
2021-04-05,"Oklahoma",33.23,20.48,"OK"
2021-04-06,"Oklahoma",33.31,20.54,"OK"
2021-04-07,"Oklahoma",33.76,21.09,"OK"
2021-04-08,"Oklahoma",34.16,21.61,"OK"
2021-04-09,"Oklahoma",34.58,22.17,"OK"
2021-04-10,"Oklahoma",35.03,22.8,"OK"
2021-04-11,"Oklahoma",35.44,23.42,"OK"
2021-04-12,"Oklahoma",35.64,23.7,"OK"
2021-01-12,"Oregon",2.36,0.11,"OR"
2021-01-13,"Oregon",2.56,0.17,"OR"
2021-01-14,"Oregon",2.84,NA,"OR"
2021-01-15,"Oregon",3.16,0.3,"OR"
2021-01-16,"Oregon",NA,NA,"OR"
2021-01-17,"Oregon",NA,NA,"OR"
2021-01-18,"Oregon",NA,NA,"OR"
2021-01-19,"Oregon",4.57,0.57,"OR"
2021-01-20,"Oregon",4.57,0.57,"OR"
2021-01-21,"Oregon",4.57,0.57,"OR"
2021-01-22,"Oregon",5.18,0.82,"OR"
2021-01-23,"Oregon",5.49,0.9,"OR"
2021-01-24,"Oregon",5.8,0.96,"OR"
2021-01-25,"Oregon",6.1,1.01,"OR"
2021-01-26,"Oregon",6.24,1.04,"OR"
2021-01-27,"Oregon",6.55,1.14,"OR"
2021-01-28,"Oregon",6.77,1.27,"OR"
2021-01-29,"Oregon",7.1,1.39,"OR"
2021-01-30,"Oregon",7.47,1.57,"OR"
2021-01-31,"Oregon",7.86,1.78,"OR"
2021-02-01,"Oregon",8.13,1.89,"OR"
2021-02-02,"Oregon",8.37,1.99,"OR"
2021-02-03,"Oregon",8.56,2.16,"OR"
2021-02-04,"Oregon",8.77,2.38,"OR"
2021-02-05,"Oregon",8.96,2.54,"OR"
2021-02-06,"Oregon",9.24,2.81,"OR"
2021-02-07,"Oregon",9.48,3.1,"OR"
2021-02-08,"Oregon",9.78,3.31,"OR"
2021-02-09,"Oregon",10.08,3.45,"OR"
2021-02-10,"Oregon",10.3,3.61,"OR"
2021-02-11,"Oregon",10.3,3.61,"OR"
2021-02-12,"Oregon",10.3,3.61,"OR"
2021-02-13,"Oregon",11.07,4.31,"OR"
2021-02-14,"Oregon",11.28,4.58,"OR"
2021-02-15,"Oregon",NA,NA,"OR"
2021-02-16,"Oregon",11.45,4.73,"OR"
2021-02-17,"Oregon",11.55,4.81,"OR"
2021-02-18,"Oregon",11.76,4.98,"OR"
2021-02-19,"Oregon",12.56,5.55,"OR"
2021-02-20,"Oregon",12.84,5.91,"OR"
2021-02-21,"Oregon",13.09,6.3,"OR"
2021-02-22,"Oregon",13.25,6.58,"OR"
2021-02-23,"Oregon",13.44,6.86,"OR"
2021-02-24,"Oregon",13.46,6.87,"OR"
2021-02-25,"Oregon",13.71,7.17,"OR"
2021-02-26,"Oregon",14.13,7.65,"OR"
2021-02-27,"Oregon",14.61,7.95,"OR"
2021-02-28,"Oregon",14.99,8.37,"OR"
2021-03-01,"Oregon",15.42,8.63,"OR"
2021-03-02,"Oregon",15.62,8.77,"OR"
2021-03-03,"Oregon",15.79,8.89,"OR"
2021-03-04,"Oregon",16.07,9.15,"OR"
2021-03-05,"Oregon",16.38,9.43,"OR"
2021-03-06,"Oregon",17.04,9.71,"OR"
2021-03-07,"Oregon",17.61,9.97,"OR"
2021-03-08,"Oregon",18.02,10.24,"OR"
2021-03-09,"Oregon",18.35,10.45,"OR"
2021-03-10,"Oregon",18.61,10.6,"OR"
2021-03-11,"Oregon",18.62,10.62,"OR"
2021-03-12,"Oregon",19.12,10.94,"OR"
2021-03-13,"Oregon",20.08,11.53,"OR"
2021-03-14,"Oregon",20.64,11.81,"OR"
2021-03-15,"Oregon",21.06,12.05,"OR"
2021-03-16,"Oregon",21.47,12.29,"OR"
2021-03-17,"Oregon",21.49,12.33,"OR"
2021-03-18,"Oregon",21.78,12.56,"OR"
2021-03-19,"Oregon",22.58,13.01,"OR"
2021-03-20,"Oregon",23.2,13.42,"OR"
2021-03-21,"Oregon",23.82,13.73,"OR"
2021-03-22,"Oregon",24.18,13.98,"OR"
2021-03-23,"Oregon",24.47,14.24,"OR"
2021-03-24,"Oregon",24.77,14.43,"OR"
2021-03-25,"Oregon",25.3,14.66,"OR"
2021-03-26,"Oregon",25.97,14.92,"OR"
2021-03-27,"Oregon",26.58,15.38,"OR"
2021-03-28,"Oregon",27.06,15.77,"OR"
2021-03-29,"Oregon",27.46,16.11,"OR"
2021-03-30,"Oregon",27.72,16.31,"OR"
2021-03-31,"Oregon",28.15,16.67,"OR"
2021-04-01,"Oregon",28.72,17.09,"OR"
2021-04-02,"Oregon",29.47,17.53,"OR"
2021-04-03,"Oregon",30.11,18.07,"OR"
2021-04-04,"Oregon",30.75,18.56,"OR"
2021-04-05,"Oregon",31.18,18.99,"OR"
2021-04-06,"Oregon",31.47,19.25,"OR"
2021-04-07,"Oregon",32,19.57,"OR"
2021-04-08,"Oregon",32.54,20.02,"OR"
2021-04-09,"Oregon",33.36,20.57,"OR"
2021-04-10,"Oregon",34.09,21.28,"OR"
2021-04-11,"Oregon",34.93,21.9,"OR"
2021-04-12,"Oregon",35.48,22.34,"OR"
2021-01-12,"Pennsylvania",2.08,0.08,"PA"
2021-01-13,"Pennsylvania",2.23,0.14,"PA"
2021-01-14,"Pennsylvania",2.76,NA,"PA"
2021-01-15,"Pennsylvania",2.97,0.52,"PA"
2021-01-16,"Pennsylvania",NA,NA,"PA"
2021-01-17,"Pennsylvania",NA,NA,"PA"
2021-01-18,"Pennsylvania",NA,NA,"PA"
2021-01-19,"Pennsylvania",3.63,0.62,"PA"
2021-01-20,"Pennsylvania",3.77,0.67,"PA"
2021-01-21,"Pennsylvania",3.97,0.75,"PA"
2021-01-22,"Pennsylvania",4.21,0.88,"PA"
2021-01-23,"Pennsylvania",4.47,0.96,"PA"
2021-01-24,"Pennsylvania",4.78,1.03,"PA"
2021-01-25,"Pennsylvania",5,1.06,"PA"
2021-01-26,"Pennsylvania",5.14,1.1,"PA"
2021-01-27,"Pennsylvania",5.42,1.22,"PA"
2021-01-28,"Pennsylvania",5.43,1.24,"PA"
2021-01-29,"Pennsylvania",6.07,1.51,"PA"
2021-01-30,"Pennsylvania",6.4,1.64,"PA"
2021-01-31,"Pennsylvania",6.73,1.75,"PA"
2021-02-01,"Pennsylvania",7.03,1.81,"PA"
2021-02-02,"Pennsylvania",7.16,1.85,"PA"
2021-02-03,"Pennsylvania",7.17,1.86,"PA"
2021-02-04,"Pennsylvania",7.49,2.01,"PA"
2021-02-05,"Pennsylvania",7.76,2.15,"PA"
2021-02-06,"Pennsylvania",8.1,2.33,"PA"
2021-02-07,"Pennsylvania",8.46,2.51,"PA"
2021-02-08,"Pennsylvania",8.66,2.57,"PA"
2021-02-09,"Pennsylvania",8.86,2.66,"PA"
2021-02-10,"Pennsylvania",9.19,2.79,"PA"
2021-02-11,"Pennsylvania",9.5,2.92,"PA"
2021-02-12,"Pennsylvania",9.88,3.12,"PA"
2021-02-13,"Pennsylvania",9.91,3.15,"PA"
2021-02-14,"Pennsylvania",10.65,3.54,"PA"
2021-02-15,"Pennsylvania",NA,NA,"PA"
2021-02-16,"Pennsylvania",10.7,3.57,"PA"
2021-02-17,"Pennsylvania",11.29,3.9,"PA"
2021-02-18,"Pennsylvania",11.55,4.05,"PA"
2021-02-19,"Pennsylvania",12.51,4.51,"PA"
2021-02-20,"Pennsylvania",12.72,4.66,"PA"
2021-02-21,"Pennsylvania",13.03,4.94,"PA"
2021-02-22,"Pennsylvania",13.28,5.11,"PA"
2021-02-23,"Pennsylvania",13.36,5.21,"PA"
2021-02-24,"Pennsylvania",13.53,5.39,"PA"
2021-02-25,"Pennsylvania",13.8,5.62,"PA"
2021-02-26,"Pennsylvania",14.1,5.88,"PA"
2021-02-27,"Pennsylvania",14.6,6.25,"PA"
2021-02-28,"Pennsylvania",14.93,6.51,"PA"
2021-03-01,"Pennsylvania",15.28,6.81,"PA"
2021-03-02,"Pennsylvania",15.56,6.94,"PA"
2021-03-03,"Pennsylvania",15.84,7.15,"PA"
2021-03-04,"Pennsylvania",16.25,7.42,"PA"
2021-03-05,"Pennsylvania",16.99,7.72,"PA"
2021-03-06,"Pennsylvania",17.63,8.07,"PA"
2021-03-07,"Pennsylvania",17.76,8.12,"PA"
2021-03-08,"Pennsylvania",17.88,8.15,"PA"
2021-03-09,"Pennsylvania",18.76,8.73,"PA"
2021-03-10,"Pennsylvania",19.3,9.08,"PA"
2021-03-11,"Pennsylvania",19.77,9.4,"PA"
2021-03-12,"Pennsylvania",19.9,9.46,"PA"
2021-03-13,"Pennsylvania",21.49,10.48,"PA"
2021-03-14,"Pennsylvania",21.97,10.77,"PA"
2021-03-15,"Pennsylvania",22.36,11.11,"PA"
2021-03-16,"Pennsylvania",22.67,11.27,"PA"
2021-03-17,"Pennsylvania",23.53,12.02,"PA"
2021-03-18,"Pennsylvania",24.11,12.35,"PA"
2021-03-19,"Pennsylvania",24.25,12.4,"PA"
2021-03-20,"Pennsylvania",24.41,12.47,"PA"
2021-03-21,"Pennsylvania",24.45,12.49,"PA"
2021-03-22,"Pennsylvania",25.07,12.8,"PA"
2021-03-23,"Pennsylvania",27.19,13.92,"PA"
2021-03-24,"Pennsylvania",27.96,14.28,"PA"
2021-03-25,"Pennsylvania",28.13,14.4,"PA"
2021-03-26,"Pennsylvania",29.21,14.83,"PA"
2021-03-27,"Pennsylvania",30.01,15.27,"PA"
2021-03-28,"Pennsylvania",30.6,15.68,"PA"
2021-03-29,"Pennsylvania",31.03,16.06,"PA"
2021-03-30,"Pennsylvania",31.27,16.29,"PA"
2021-03-31,"Pennsylvania",31.8,16.62,"PA"
2021-04-01,"Pennsylvania",32.44,17.17,"PA"
2021-04-02,"Pennsylvania",33.46,17.62,"PA"
2021-04-03,"Pennsylvania",34.24,18.18,"PA"
2021-04-04,"Pennsylvania",34.82,18.59,"PA"
2021-04-05,"Pennsylvania",35.19,18.94,"PA"
2021-04-06,"Pennsylvania",35.37,19.13,"PA"
2021-04-07,"Pennsylvania",35.44,19.23,"PA"
2021-04-08,"Pennsylvania",35.56,19.37,"PA"
2021-04-09,"Pennsylvania",35.99,19.62,"PA"
2021-04-10,"Pennsylvania",38.48,21.68,"PA"
2021-04-11,"Pennsylvania",38.95,22.17,"PA"
2021-04-12,"Pennsylvania",39.52,22.74,"PA"
2021-01-12,"Rhode Island",3.34,0.39,"RI"
2021-01-13,"Rhode Island",3.44,0.52,"RI"
2021-01-14,"Rhode Island",3.59,NA,"RI"
2021-01-15,"Rhode Island",3.72,0.77,"RI"
2021-01-16,"Rhode Island",NA,NA,"RI"
2021-01-17,"Rhode Island",NA,NA,"RI"
2021-01-18,"Rhode Island",NA,NA,"RI"
2021-01-19,"Rhode Island",4.17,0.93,"RI"
2021-01-20,"Rhode Island",4.33,1.01,"RI"
2021-01-21,"Rhode Island",4.52,1.05,"RI"
2021-01-22,"Rhode Island",4.71,1.13,"RI"
2021-01-23,"Rhode Island",4.78,1.19,"RI"
2021-01-24,"Rhode Island",5.12,1.25,"RI"
2021-01-25,"Rhode Island",5.36,1.29,"RI"
2021-01-26,"Rhode Island",5.48,1.34,"RI"
2021-01-27,"Rhode Island",5.65,1.55,"RI"
2021-01-28,"Rhode Island",5.81,1.75,"RI"
2021-01-29,"Rhode Island",5.97,1.92,"RI"
2021-01-30,"Rhode Island",6.2,2.11,"RI"
2021-01-31,"Rhode Island",6.39,2.21,"RI"
2021-02-01,"Rhode Island",6.49,2.4,"RI"
2021-02-02,"Rhode Island",6.94,2.46,"RI"
2021-02-03,"Rhode Island",7.03,2.55,"RI"
2021-02-04,"Rhode Island",7.17,2.63,"RI"
2021-02-05,"Rhode Island",7.36,2.74,"RI"
2021-02-06,"Rhode Island",7.65,2.9,"RI"
2021-02-07,"Rhode Island",7.87,3.18,"RI"
2021-02-08,"Rhode Island",8.03,3.34,"RI"
2021-02-09,"Rhode Island",8.14,3.38,"RI"
2021-02-10,"Rhode Island",8.29,3.5,"RI"
2021-02-11,"Rhode Island",8.47,3.6,"RI"
2021-02-12,"Rhode Island",8.67,3.78,"RI"
2021-02-13,"Rhode Island",8.99,3.93,"RI"
2021-02-14,"Rhode Island",9.19,4.13,"RI"
2021-02-15,"Rhode Island",NA,NA,"RI"
2021-02-16,"Rhode Island",9.48,4.39,"RI"
2021-02-17,"Rhode Island",9.75,4.54,"RI"
2021-02-18,"Rhode Island",10.21,4.88,"RI"
2021-02-19,"Rhode Island",11.76,5.39,"RI"
2021-02-20,"Rhode Island",12.39,5.62,"RI"
2021-02-21,"Rhode Island",12.92,5.82,"RI"
2021-02-22,"Rhode Island",13.58,5.88,"RI"
2021-02-23,"Rhode Island",14.02,5.99,"RI"
2021-02-24,"Rhode Island",14.54,6.11,"RI"
2021-02-25,"Rhode Island",15.19,6.25,"RI"
2021-02-26,"Rhode Island",15.83,6.39,"RI"
2021-02-27,"Rhode Island",16.62,6.6,"RI"
2021-02-28,"Rhode Island",17.3,6.98,"RI"
2021-03-01,"Rhode Island",18.14,7.34,"RI"
2021-03-02,"Rhode Island",18.58,7.51,"RI"
2021-03-03,"Rhode Island",19.06,7.68,"RI"
2021-03-04,"Rhode Island",19.69,7.83,"RI"
2021-03-05,"Rhode Island",20.34,8.11,"RI"
2021-03-06,"Rhode Island",21,8.39,"RI"
2021-03-07,"Rhode Island",21.63,8.62,"RI"
2021-03-08,"Rhode Island",22.16,8.8,"RI"
2021-03-09,"Rhode Island",22.75,8.9,"RI"
2021-03-10,"Rhode Island",23.24,9.18,"RI"
2021-03-11,"Rhode Island",23.84,9.57,"RI"
2021-03-12,"Rhode Island",24.42,9.85,"RI"
2021-03-13,"Rhode Island",24.87,10.22,"RI"
2021-03-14,"Rhode Island",25.25,10.5,"RI"
2021-03-15,"Rhode Island",26.15,11.06,"RI"
2021-03-16,"Rhode Island",26.78,11.31,"RI"
2021-03-17,"Rhode Island",27.01,11.68,"RI"
2021-03-18,"Rhode Island",27.39,12.13,"RI"
2021-03-19,"Rhode Island",27.75,13.09,"RI"
2021-03-20,"Rhode Island",28.27,14.04,"RI"
2021-03-21,"Rhode Island",28.87,14.85,"RI"
2021-03-22,"Rhode Island",29.32,15.82,"RI"
2021-03-23,"Rhode Island",29.7,16.53,"RI"
2021-03-24,"Rhode Island",29.99,17.02,"RI"
2021-03-25,"Rhode Island",30.33,17.58,"RI"
2021-03-26,"Rhode Island",30.67,18.18,"RI"
2021-03-27,"Rhode Island",30.87,18.76,"RI"
2021-03-28,"Rhode Island",31.33,19.35,"RI"
2021-03-29,"Rhode Island",31.78,20.1,"RI"
2021-03-30,"Rhode Island",32.63,20.66,"RI"
2021-03-31,"Rhode Island",32.96,20.95,"RI"
2021-04-01,"Rhode Island",33.16,21.45,"RI"
2021-04-02,"Rhode Island",34,22.25,"RI"
2021-04-03,"Rhode Island",34.45,22.99,"RI"
2021-04-04,"Rhode Island",35.16,23.76,"RI"
2021-04-05,"Rhode Island",35.92,24.48,"RI"
2021-04-06,"Rhode Island",36.76,24.9,"RI"
2021-04-07,"Rhode Island",37.08,25.34,"RI"
2021-04-08,"Rhode Island",37.67,25.97,"RI"
2021-04-09,"Rhode Island",38.11,26.45,"RI"
2021-04-10,"Rhode Island",38.97,27.12,"RI"
2021-04-11,"Rhode Island",39.71,28.09,"RI"
2021-04-12,"Rhode Island",40.54,28.71,"RI"
2021-01-12,"South Carolina",1.5,0.08,"SC"
2021-01-13,"South Carolina",1.7,0.24,"SC"
2021-01-14,"South Carolina",1.87,NA,"SC"
2021-01-15,"South Carolina",1.98,0.38,"SC"
2021-01-16,"South Carolina",NA,NA,"SC"
2021-01-17,"South Carolina",NA,NA,"SC"
2021-01-18,"South Carolina",NA,NA,"SC"
2021-01-19,"South Carolina",3.02,0.59,"SC"
2021-01-20,"South Carolina",3.12,0.6,"SC"
2021-01-21,"South Carolina",3.38,0.67,"SC"
2021-01-22,"South Carolina",3.67,0.74,"SC"
2021-01-23,"South Carolina",4.01,0.79,"SC"
2021-01-24,"South Carolina",4.53,0.85,"SC"
2021-01-25,"South Carolina",5.01,0.92,"SC"
2021-01-26,"South Carolina",5.19,0.94,"SC"
2021-01-27,"South Carolina",5.35,0.97,"SC"
2021-01-28,"South Carolina",5.88,1.07,"SC"
2021-01-29,"South Carolina",6.26,1.18,"SC"
2021-01-30,"South Carolina",6.59,1.29,"SC"
2021-01-31,"South Carolina",7.02,1.45,"SC"
2021-02-01,"South Carolina",7.36,1.55,"SC"
2021-02-02,"South Carolina",7.5,1.58,"SC"
2021-02-03,"South Carolina",7.61,1.63,"SC"
2021-02-04,"South Carolina",7.84,1.75,"SC"
2021-02-05,"South Carolina",8.13,1.87,"SC"
2021-02-06,"South Carolina",8.45,2.01,"SC"
2021-02-07,"South Carolina",8.75,2.2,"SC"
2021-02-08,"South Carolina",8.94,2.32,"SC"
2021-02-09,"South Carolina",8.94,2.32,"SC"
2021-02-10,"South Carolina",9.23,2.46,"SC"
2021-02-11,"South Carolina",9.47,2.6,"SC"
2021-02-12,"South Carolina",9.71,2.73,"SC"
2021-02-13,"South Carolina",9.95,2.97,"SC"
2021-02-14,"South Carolina",10.21,3.26,"SC"
2021-02-15,"South Carolina",NA,NA,"SC"
2021-02-16,"South Carolina",10.54,3.56,"SC"
2021-02-17,"South Carolina",10.72,3.71,"SC"
2021-02-18,"South Carolina",10.93,3.92,"SC"
2021-02-19,"South Carolina",11.85,4.33,"SC"
2021-02-20,"South Carolina",12.16,4.61,"SC"
2021-02-21,"South Carolina",12.4,4.95,"SC"
2021-02-22,"South Carolina",12.83,5.29,"SC"
2021-02-23,"South Carolina",12.92,5.37,"SC"
2021-02-24,"South Carolina",13.34,5.56,"SC"
2021-02-25,"South Carolina",13.53,5.83,"SC"
2021-02-26,"South Carolina",13.8,6.08,"SC"
