"date","state","people_vaccinated_per_hundred","people_fully_vaccinated_per_hundred","abb"
2021-04-10,"Colorado",36.46,21.7,"CO"
2021-04-11,"Colorado",37.21,22.33,"CO"
2021-04-12,"Colorado",38.09,22.78,"CO"
2021-01-12,"Connecticut",1.58,0.12,"CT"
2021-01-13,"Connecticut",1.65,0.15,"CT"
2021-01-14,"Connecticut",4.39,NA,"CT"
2021-01-15,"Connecticut",4.68,0.48,"CT"
2021-01-16,"Connecticut",NA,NA,"CT"
2021-01-17,"Connecticut",NA,NA,"CT"
2021-01-18,"Connecticut",NA,NA,"CT"
2021-01-19,"Connecticut",5.66,0.65,"CT"
2021-01-20,"Connecticut",5.98,0.7,"CT"
2021-01-21,"Connecticut",6.48,0.8,"CT"
2021-01-22,"Connecticut",6.98,0.93,"CT"
2021-01-23,"Connecticut",7.41,1.04,"CT"
2021-01-24,"Connecticut",7.72,1.14,"CT"
2021-01-25,"Connecticut",7.93,1.19,"CT"
2021-01-26,"Connecticut",8.17,1.27,"CT"
2021-01-27,"Connecticut",8.49,1.46,"CT"
2021-01-28,"Connecticut",8.84,1.67,"CT"
2021-01-29,"Connecticut",9.23,1.9,"CT"
2021-01-30,"Connecticut",9.56,2.07,"CT"
2021-01-31,"Connecticut",9.81,2.23,"CT"
2021-02-01,"Connecticut",10.03,2.35,"CT"
2021-02-02,"Connecticut",10.14,2.43,"CT"
2021-02-03,"Connecticut",10.26,2.54,"CT"
2021-02-04,"Connecticut",10.54,2.74,"CT"
2021-02-05,"Connecticut",10.87,2.98,"CT"
2021-02-06,"Connecticut",11.09,3.24,"CT"
2021-02-07,"Connecticut",11.28,3.46,"CT"
2021-02-08,"Connecticut",11.41,3.57,"CT"
2021-02-09,"Connecticut",11.57,3.74,"CT"
2021-02-10,"Connecticut",11.87,4.01,"CT"
2021-02-11,"Connecticut",12.26,4.34,"CT"
2021-02-12,"Connecticut",12.63,4.71,"CT"
2021-02-13,"Connecticut",12.98,5.14,"CT"
2021-02-14,"Connecticut",13.27,5.38,"CT"
2021-02-15,"Connecticut",NA,NA,"CT"
2021-02-16,"Connecticut",13.87,5.8,"CT"
2021-02-17,"Connecticut",14.28,6.14,"CT"
2021-02-18,"Connecticut",14.73,6.5,"CT"
2021-02-19,"Connecticut",15.67,7.12,"CT"
2021-02-20,"Connecticut",16.05,7.44,"CT"
2021-02-21,"Connecticut",16.25,7.6,"CT"
2021-02-22,"Connecticut",16.63,7.79,"CT"
2021-02-23,"Connecticut",16.84,7.87,"CT"
2021-02-24,"Connecticut",17.27,7.96,"CT"
2021-02-25,"Connecticut",17.59,8.04,"CT"
2021-02-26,"Connecticut",18.24,8.17,"CT"
2021-02-27,"Connecticut",18.83,8.31,"CT"
2021-02-28,"Connecticut",19.37,8.45,"CT"
2021-03-01,"Connecticut",19.98,8.58,"CT"
2021-03-02,"Connecticut",20.18,8.63,"CT"
2021-03-03,"Connecticut",20.67,8.74,"CT"
2021-03-04,"Connecticut",21.31,8.82,"CT"
2021-03-05,"Connecticut",22.16,8.92,"CT"
2021-03-06,"Connecticut",23.06,9.02,"CT"
2021-03-07,"Connecticut",24.01,9.14,"CT"
2021-03-08,"Connecticut",24.79,9.56,"CT"
2021-03-09,"Connecticut",25.18,9.69,"CT"
2021-03-10,"Connecticut",25.82,9.94,"CT"
2021-03-11,"Connecticut",26.61,10.17,"CT"
2021-03-12,"Connecticut",27.61,10.52,"CT"
2021-03-13,"Connecticut",26.18,13.92,"CT"
2021-03-14,"Connecticut",26.18,13.92,"CT"
2021-03-15,"Connecticut",26.72,14.3,"CT"
2021-03-16,"Connecticut",27.06,14.5,"CT"
2021-03-17,"Connecticut",27.41,14.82,"CT"
2021-03-18,"Connecticut",27.88,15.24,"CT"
2021-03-19,"Connecticut",28.46,15.69,"CT"
2021-03-20,"Connecticut",29.01,16.12,"CT"
2021-03-21,"Connecticut",29.66,16.53,"CT"
2021-03-22,"Connecticut",30.27,16.93,"CT"
2021-03-23,"Connecticut",30.67,17.07,"CT"
2021-03-24,"Connecticut",31.09,17.34,"CT"
2021-03-25,"Connecticut",31.74,17.73,"CT"
2021-03-26,"Connecticut",32.4,18.13,"CT"
2021-03-27,"Connecticut",33.05,18.64,"CT"
2021-03-28,"Connecticut",33.72,19.15,"CT"
2021-03-29,"Connecticut",34.37,19.57,"CT"
2021-03-30,"Connecticut",34.9,20,"CT"
2021-03-31,"Connecticut",35.41,20.35,"CT"
2021-04-01,"Connecticut",36.02,20.86,"CT"
2021-04-02,"Connecticut",36.68,21.47,"CT"
2021-04-03,"Connecticut",37.56,22.3,"CT"
2021-04-04,"Connecticut",38.31,22.91,"CT"
2021-04-05,"Connecticut",38.85,23.55,"CT"
2021-04-06,"Connecticut",38.97,23.65,"CT"
2021-04-07,"Connecticut",39.66,24.19,"CT"
2021-04-08,"Connecticut",40.61,24.9,"CT"
2021-04-09,"Connecticut",41.69,25.8,"CT"
2021-04-10,"Connecticut",42.63,26.48,"CT"
2021-04-11,"Connecticut",43.63,27.34,"CT"
2021-04-12,"Connecticut",44.42,28.1,"CT"
2021-01-12,"Delaware",1.63,0.29,"DE"
2021-01-13,"Delaware",1.71,0.42,"DE"
2021-01-14,"Delaware",2.63,NA,"DE"
2021-01-15,"Delaware",2.63,0.55,"DE"
2021-01-16,"Delaware",NA,NA,"DE"
2021-01-17,"Delaware",NA,NA,"DE"
2021-01-18,"Delaware",NA,NA,"DE"
2021-01-19,"Delaware",3.66,0.7,"DE"
2021-01-20,"Delaware",3.97,0.71,"DE"
2021-01-21,"Delaware",4.3,0.76,"DE"
2021-01-22,"Delaware",4.65,0.91,"DE"
2021-01-23,"Delaware",5.08,1.07,"DE"
2021-01-24,"Delaware",5.4,1.18,"DE"
2021-01-25,"Delaware",5.66,1.2,"DE"
2021-01-26,"Delaware",5.82,1.2,"DE"
2021-01-27,"Delaware",6.67,1.27,"DE"
2021-01-28,"Delaware",7.08,1.35,"DE"
2021-01-29,"Delaware",7.46,1.46,"DE"
2021-01-30,"Delaware",7.91,1.54,"DE"
2021-01-31,"Delaware",8.52,1.68,"DE"
2021-02-01,"Delaware",8.68,1.81,"DE"
2021-02-02,"Delaware",8.74,1.85,"DE"
2021-02-03,"Delaware",9.07,1.91,"DE"
2021-02-04,"Delaware",9.21,2.09,"DE"
2021-02-05,"Delaware",9.48,2.18,"DE"
2021-02-06,"Delaware",9.75,2.34,"DE"
2021-02-07,"Delaware",10.11,2.49,"DE"
2021-02-08,"Delaware",10.35,2.59,"DE"
2021-02-09,"Delaware",10.41,2.61,"DE"
2021-02-10,"Delaware",10.61,2.68,"DE"
2021-02-11,"Delaware",10.86,2.76,"DE"
2021-02-12,"Delaware",11.1,2.85,"DE"
2021-02-13,"Delaware",11.49,3.02,"DE"
2021-02-14,"Delaware",11.77,3.19,"DE"
2021-02-15,"Delaware",NA,NA,"DE"
2021-02-16,"Delaware",12.08,3.49,"DE"
2021-02-17,"Delaware",12.19,3.66,"DE"
2021-02-18,"Delaware",12.48,3.85,"DE"
2021-02-19,"Delaware",13.43,4.48,"DE"
2021-02-20,"Delaware",13.68,4.78,"DE"
2021-02-21,"Delaware",13.68,4.81,"DE"
2021-02-22,"Delaware",13.57,4.78,"DE"
2021-02-23,"Delaware",13.62,5.01,"DE"
2021-02-24,"Delaware",13.71,5.26,"DE"
2021-02-25,"Delaware",13.9,5.64,"DE"
2021-02-26,"Delaware",14.2,6.15,"DE"
2021-02-27,"Delaware",14.51,6.75,"DE"
2021-02-28,"Delaware",14.8,7.12,"DE"
2021-03-01,"Delaware",14.96,7.57,"DE"
2021-03-02,"Delaware",14.98,7.58,"DE"
2021-03-03,"Delaware",15.4,8.35,"DE"
2021-03-04,"Delaware",15.87,8.72,"DE"
2021-03-05,"Delaware",16.32,9.18,"DE"
2021-03-06,"Delaware",16.84,9.62,"DE"
2021-03-07,"Delaware",17.45,10.06,"DE"
2021-03-08,"Delaware",17.72,10.33,"DE"
2021-03-09,"Delaware",17.87,10.64,"DE"
2021-03-10,"Delaware",17.92,10.66,"DE"
2021-03-11,"Delaware",18.98,11.11,"DE"
2021-03-12,"Delaware",19.54,11.43,"DE"
2021-03-13,"Delaware",20.22,11.85,"DE"
2021-03-14,"Delaware",20.25,11.87,"DE"
2021-03-15,"Delaware",21.39,12.4,"DE"
2021-03-16,"Delaware",21.75,12.61,"DE"
2021-03-17,"Delaware",22.44,12.79,"DE"
2021-03-18,"Delaware",23.16,12.93,"DE"
2021-03-19,"Delaware",23.77,13.06,"DE"
2021-03-20,"Delaware",24.52,13.29,"DE"
2021-03-21,"Delaware",25.32,13.5,"DE"
2021-03-22,"Delaware",25.83,13.7,"DE"
2021-03-23,"Delaware",25.9,13.72,"DE"
2021-03-24,"Delaware",26.57,13.92,"DE"
2021-03-25,"Delaware",27.22,14.22,"DE"
2021-03-26,"Delaware",27.97,14.58,"DE"
2021-03-27,"Delaware",28.62,15.01,"DE"
2021-03-28,"Delaware",29.28,15.39,"DE"
2021-03-29,"Delaware",29.84,15.7,"DE"
2021-03-30,"Delaware",30.34,15.96,"DE"
2021-03-31,"Delaware",31.02,16.41,"DE"
2021-04-01,"Delaware",31.8,16.8,"DE"
2021-04-02,"Delaware",32.68,17.22,"DE"
2021-04-03,"Delaware",33.53,17.67,"DE"
2021-04-04,"Delaware",34.15,18.08,"DE"
2021-04-05,"Delaware",34.73,18.29,"DE"
2021-04-06,"Delaware",34.9,18.38,"DE"
2021-04-07,"Delaware",35.38,18.87,"DE"
2021-04-08,"Delaware",35.91,19.26,"DE"
2021-04-09,"Delaware",36.62,19.92,"DE"
2021-04-10,"Delaware",37.26,20.64,"DE"
2021-04-11,"Delaware",37.96,21.48,"DE"
2021-04-12,"Delaware",38.34,21.81,"DE"
2021-01-12,"District of Columbia",NA,NA,"DC"
2021-01-13,"District of Columbia",0.28,0.18,"DC"
2021-01-14,"District of Columbia",4.24,NA,"DC"
2021-01-15,"District of Columbia",4.49,1.17,"DC"
2021-01-16,"District of Columbia",NA,NA,"DC"
2021-01-17,"District of Columbia",NA,NA,"DC"
2021-01-18,"District of Columbia",NA,NA,"DC"
2021-01-19,"District of Columbia",5.63,1.44,"DC"
2021-01-20,"District of Columbia",5.83,1.5,"DC"
2021-01-21,"District of Columbia",6.15,1.66,"DC"
2021-01-22,"District of Columbia",6.34,1.71,"DC"
2021-01-23,"District of Columbia",6.67,1.79,"DC"
2021-01-24,"District of Columbia",6.98,1.85,"DC"
2021-01-25,"District of Columbia",7.21,1.88,"DC"
2021-01-26,"District of Columbia",7.28,1.88,"DC"
2021-01-27,"District of Columbia",7.59,2.05,"DC"
2021-01-28,"District of Columbia",7.88,2.15,"DC"
2021-01-29,"District of Columbia",8.1,2.28,"DC"
2021-01-30,"District of Columbia",8.44,2.41,"DC"
2021-01-31,"District of Columbia",8.75,2.65,"DC"
2021-02-01,"District of Columbia",8.96,2.72,"DC"
2021-02-02,"District of Columbia",9.1,2.72,"DC"
2021-02-03,"District of Columbia",9.24,2.8,"DC"
2021-02-04,"District of Columbia",9.44,3.02,"DC"
2021-02-05,"District of Columbia",9.92,3.22,"DC"
2021-02-06,"District of Columbia",10.18,3.41,"DC"
2021-02-07,"District of Columbia",10.42,3.71,"DC"
2021-02-08,"District of Columbia",10.68,3.82,"DC"
2021-02-09,"District of Columbia",10.68,3.82,"DC"
2021-02-10,"District of Columbia",10.68,3.82,"DC"
2021-02-11,"District of Columbia",11.3,4.5,"DC"
2021-02-12,"District of Columbia",11.44,4.7,"DC"
2021-02-13,"District of Columbia",11.58,4.87,"DC"
2021-02-14,"District of Columbia",12.01,5.16,"DC"
2021-02-15,"District of Columbia",NA,NA,"DC"
2021-02-16,"District of Columbia",12.36,5.53,"DC"
2021-02-17,"District of Columbia",12.51,5.66,"DC"
2021-02-18,"District of Columbia",12.6,5.85,"DC"
2021-02-19,"District of Columbia",15.12,7.11,"DC"
2021-02-20,"District of Columbia",15.27,7.31,"DC"
2021-02-21,"District of Columbia",15.45,7.54,"DC"
2021-02-22,"District of Columbia",10.12,4.41,"DC"
2021-02-23,"District of Columbia",10.23,4.51,"DC"
2021-02-24,"District of Columbia",10.46,4.64,"DC"
2021-02-25,"District of Columbia",10.6,4.79,"DC"
2021-02-26,"District of Columbia",10.8,4.95,"DC"
2021-02-27,"District of Columbia",11.29,5.42,"DC"
2021-02-28,"District of Columbia",11.86,5.68,"DC"
2021-03-01,"District of Columbia",12,5.84,"DC"
2021-03-02,"District of Columbia",12.1,5.93,"DC"
2021-03-03,"District of Columbia",12.34,6.07,"DC"
2021-03-04,"District of Columbia",12.78,6.25,"DC"
2021-03-05,"District of Columbia",13.12,6.43,"DC"
2021-03-06,"District of Columbia",13.5,6.96,"DC"
2021-03-07,"District of Columbia",13.96,7.14,"DC"
2021-03-08,"District of Columbia",14.25,7.33,"DC"
2021-03-09,"District of Columbia",14.51,7.48,"DC"
2021-03-10,"District of Columbia",14.92,7.76,"DC"
2021-03-11,"District of Columbia",15.4,8,"DC"
2021-03-12,"District of Columbia",15.9,8.22,"DC"
2021-03-13,"District of Columbia",16.39,8.49,"DC"
2021-03-14,"District of Columbia",17.14,8.78,"DC"
2021-03-15,"District of Columbia",17.91,9.28,"DC"
2021-03-16,"District of Columbia",18.26,9.52,"DC"
2021-03-17,"District of Columbia",18.93,9.75,"DC"
2021-03-18,"District of Columbia",19.3,9.89,"DC"
2021-03-19,"District of Columbia",19.78,10.09,"DC"
2021-03-20,"District of Columbia",20.25,10.25,"DC"
2021-03-21,"District of Columbia",20.93,10.43,"DC"
2021-03-22,"District of Columbia",21.31,10.55,"DC"
2021-03-23,"District of Columbia",21.55,10.62,"DC"
2021-03-24,"District of Columbia",21.94,10.8,"DC"
2021-03-25,"District of Columbia",22.58,11.3,"DC"
2021-03-26,"District of Columbia",23.13,11.63,"DC"
2021-03-27,"District of Columbia",23.9,11.98,"DC"
2021-03-28,"District of Columbia",24.86,12.49,"DC"
2021-03-29,"District of Columbia",25.7,12.94,"DC"
2021-03-30,"District of Columbia",26.34,13.23,"DC"
2021-03-31,"District of Columbia",27.46,13.81,"DC"
2021-04-01,"District of Columbia",28.06,14.25,"DC"
2021-04-02,"District of Columbia",28.71,14.72,"DC"
2021-04-03,"District of Columbia",29.61,15.18,"DC"
2021-04-04,"District of Columbia",30.35,15.57,"DC"
2021-04-05,"District of Columbia",30.68,15.85,"DC"
2021-04-06,"District of Columbia",31,16.05,"DC"
2021-04-07,"District of Columbia",31.27,16.18,"DC"
2021-04-08,"District of Columbia",32.69,17.24,"DC"
2021-04-09,"District of Columbia",33.53,17.81,"DC"
2021-04-10,"District of Columbia",34.67,18.52,"DC"
2021-04-11,"District of Columbia",35.55,19.19,"DC"
2021-04-12,"District of Columbia",36.29,19.76,"DC"
2021-01-12,"Florida",2.73,0.19,"FL"
2021-01-13,"Florida",3.01,0.25,"FL"
2021-01-14,"Florida",3.3,NA,"FL"
2021-01-15,"Florida",3.62,0.35,"FL"
2021-01-16,"Florida",NA,NA,"FL"
2021-01-17,"Florida",NA,NA,"FL"
2021-01-18,"Florida",NA,NA,"FL"
2021-01-19,"Florida",4.98,0.48,"FL"
2021-01-20,"Florida",5.24,0.52,"FL"
2021-01-21,"Florida",5.24,0.52,"FL"
2021-01-22,"Florida",5.53,0.58,"FL"
2021-01-23,"Florida",6.21,0.71,"FL"
2021-01-24,"Florida",6.45,0.73,"FL"
2021-01-25,"Florida",6.45,0.73,"FL"
2021-01-26,"Florida",6.58,0.74,"FL"
2021-01-27,"Florida",6.76,0.82,"FL"
2021-01-28,"Florida",6.97,0.95,"FL"
2021-01-29,"Florida",7.24,1.1,"FL"
2021-01-30,"Florida",7.5,1.28,"FL"
2021-01-31,"Florida",7.71,1.39,"FL"
2021-02-01,"Florida",7.84,1.47,"FL"
2021-02-02,"Florida",7.97,1.53,"FL"
2021-02-03,"Florida",8.16,1.74,"FL"
2021-02-04,"Florida",8.35,1.97,"FL"
2021-02-05,"Florida",8.44,2.05,"FL"
2021-02-06,"Florida",8.68,2.38,"FL"
2021-02-07,"Florida",9.15,2.93,"FL"
2021-02-08,"Florida",9.15,2.93,"FL"
2021-02-09,"Florida",9.42,3.23,"FL"
2021-02-10,"Florida",9.61,3.52,"FL"
2021-02-11,"Florida",9.86,3.83,"FL"
2021-02-12,"Florida",10.41,4.48,"FL"
2021-02-13,"Florida",10.73,4.79,"FL"
2021-02-14,"Florida",11.02,5.04,"FL"
2021-02-15,"Florida",NA,NA,"FL"
2021-02-16,"Florida",11.37,5.28,"FL"
2021-02-17,"Florida",11.63,5.5,"FL"
2021-02-18,"Florida",11.93,5.73,"FL"
2021-02-19,"Florida",13,6.42,"FL"
2021-02-20,"Florida",13.02,6.44,"FL"
2021-02-21,"Florida",13.4,6.9,"FL"
2021-02-22,"Florida",13.15,6.8,"FL"
2021-02-23,"Florida",13.17,6.85,"FL"
2021-02-24,"Florida",13.42,7.04,"FL"
2021-02-25,"Florida",13.63,7.3,"FL"
2021-02-26,"Florida",13.86,7.53,"FL"
2021-02-27,"Florida",14.15,7.77,"FL"
2021-02-28,"Florida",14.73,8.2,"FL"
2021-03-01,"Florida",14.74,8.2,"FL"
2021-03-02,"Florida",14.82,8.26,"FL"
2021-03-03,"Florida",15.07,8.42,"FL"
2021-03-04,"Florida",15.5,8.66,"FL"
2021-03-05,"Florida",15.91,8.86,"FL"
2021-03-06,"Florida",16.64,9.21,"FL"
2021-03-07,"Florida",17.29,9.52,"FL"
2021-03-08,"Florida",17.31,9.57,"FL"
2021-03-09,"Florida",17.51,9.66,"FL"
2021-03-10,"Florida",17.85,9.83,"FL"
2021-03-11,"Florida",18.45,10.15,"FL"
2021-03-12,"Florida",18.98,10.44,"FL"
2021-03-13,"Florida",20.14,11.17,"FL"
2021-03-14,"Florida",20.43,11.39,"FL"
2021-03-15,"Florida",20.43,11.42,"FL"
2021-03-16,"Florida",20.66,11.63,"FL"
2021-03-17,"Florida",21.07,11.93,"FL"
2021-03-18,"Florida",21.66,12.25,"FL"
2021-03-19,"Florida",22.16,12.53,"FL"
2021-03-20,"Florida",23.11,12.98,"FL"
2021-03-21,"Florida",23.77,13.3,"FL"
2021-03-22,"Florida",23.79,13.31,"FL"
2021-03-23,"Florida",23.99,13.44,"FL"
2021-03-24,"Florida",24.47,13.68,"FL"
2021-03-25,"Florida",25.16,13.98,"FL"
2021-03-26,"Florida",25.82,14.3,"FL"
2021-03-27,"Florida",26.43,14.72,"FL"
2021-03-28,"Florida",27.18,15.12,"FL"
2021-03-29,"Florida",27.2,15.14,"FL"
2021-03-30,"Florida",27.55,15.43,"FL"
2021-03-31,"Florida",27.96,15.76,"FL"
2021-04-01,"Florida",28.48,16.25,"FL"
2021-04-02,"Florida",29.01,16.7,"FL"
2021-04-03,"Florida",29.54,17.19,"FL"
2021-04-04,"Florida",30.51,17.94,"FL"
2021-04-05,"Florida",30.52,17.95,"FL"
2021-04-06,"Florida",30.78,18.06,"FL"
2021-04-07,"Florida",31.16,18.46,"FL"
2021-04-08,"Florida",32.07,19.14,"FL"
2021-04-09,"Florida",32.8,19.8,"FL"
2021-04-10,"Florida",33.54,20.45,"FL"
2021-04-11,"Florida",34.3,21.07,"FL"
2021-04-12,"Florida",34.81,21.44,"FL"
2021-01-12,"Georgia",0.8,0.07,"GA"
2021-01-13,"Georgia",0.81,0.08,"GA"
2021-01-14,"Georgia",1.92,NA,"GA"
2021-01-15,"Georgia",1.92,0.21,"GA"
2021-01-16,"Georgia",NA,NA,"GA"
2021-01-17,"Georgia",NA,NA,"GA"
2021-01-18,"Georgia",NA,NA,"GA"
2021-01-19,"Georgia",2.62,0.27,"GA"
2021-01-20,"Georgia",3.35,0.33,"GA"
2021-01-21,"Georgia",3.83,0.38,"GA"
2021-01-22,"Georgia",5.03,0.56,"GA"
2021-01-23,"Georgia",5.03,0.56,"GA"
2021-01-24,"Georgia",5.03,0.56,"GA"
2021-01-25,"Georgia",5.03,0.56,"GA"
2021-01-26,"Georgia",5.57,0.61,"GA"
2021-01-27,"Georgia",5.87,0.71,"GA"
2021-01-28,"Georgia",6.21,0.84,"GA"
2021-01-29,"Georgia",6.53,0.94,"GA"
2021-01-30,"Georgia",6.87,1.03,"GA"
2021-01-31,"Georgia",7.22,1.13,"GA"
2021-02-01,"Georgia",7.4,1.18,"GA"
2021-02-02,"Georgia",7.44,1.22,"GA"
2021-02-03,"Georgia",7.66,1.33,"GA"
2021-02-04,"Georgia",7.86,1.44,"GA"
2021-02-05,"Georgia",8.11,1.59,"GA"
2021-02-06,"Georgia",8.36,1.78,"GA"
2021-02-07,"Georgia",8.59,1.98,"GA"
2021-02-08,"Georgia",8.7,2.07,"GA"
2021-02-09,"Georgia",8.73,2.15,"GA"
2021-02-10,"Georgia",8.91,2.37,"GA"
2021-02-11,"Georgia",9.11,2.63,"GA"
2021-02-12,"Georgia",9.11,2.63,"GA"
2021-02-13,"Georgia",9.3,2.96,"GA"
2021-02-14,"Georgia",9.68,3.58,"GA"
2021-02-15,"Georgia",NA,NA,"GA"
2021-02-16,"Georgia",9.8,3.79,"GA"
2021-02-17,"Georgia",9.8,3.79,"GA"
2021-02-18,"Georgia",10.11,4.36,"GA"
2021-02-19,"Georgia",10.91,4.97,"GA"
2021-02-20,"Georgia",11.13,5.35,"GA"
2021-02-21,"Georgia",11.32,5.74,"GA"
2021-02-22,"Georgia",11.19,5.84,"GA"
2021-02-23,"Georgia",11.22,5.88,"GA"
2021-02-24,"Georgia",11.34,6.12,"GA"
2021-02-25,"Georgia",11.48,6.36,"GA"
2021-02-26,"Georgia",11.67,6.65,"GA"
2021-02-27,"Georgia",11.85,6.98,"GA"
2021-02-28,"Georgia",11.87,7,"GA"
2021-03-01,"Georgia",11.87,7,"GA"
2021-03-02,"Georgia",11.95,7.03,"GA"
2021-03-03,"Georgia",12.12,7.3,"GA"
2021-03-04,"Georgia",12.34,7.59,"GA"
2021-03-05,"Georgia",12.6,7.93,"GA"
2021-03-06,"Georgia",12.86,8.17,"GA"
2021-03-07,"Georgia",13.15,8.42,"GA"
2021-03-08,"Georgia",13.3,8.52,"GA"
2021-03-09,"Georgia",13.38,8.58,"GA"
2021-03-10,"Georgia",13.39,8.59,"GA"
2021-03-11,"Georgia",13.88,8.82,"GA"
2021-03-12,"Georgia",14.58,9.23,"GA"
2021-03-13,"Georgia",15.15,9.5,"GA"
2021-03-14,"Georgia",15.66,9.74,"GA"
2021-03-15,"Georgia",15.92,9.84,"GA"
2021-03-16,"Georgia",16.08,9.88,"GA"
2021-03-17,"Georgia",16.11,9.89,"GA"
2021-03-18,"Georgia",16.71,10.19,"GA"
2021-03-19,"Georgia",16.74,10.21,"GA"
2021-03-20,"Georgia",18.08,10.72,"GA"
2021-03-21,"Georgia",18.83,10.88,"GA"
2021-03-22,"Georgia",19.39,11.04,"GA"
2021-03-23,"Georgia",19.4,11.04,"GA"
2021-03-24,"Georgia",19.99,11.22,"GA"
2021-03-25,"Georgia",20.53,11.38,"GA"
2021-03-26,"Georgia",21.25,11.58,"GA"
2021-03-27,"Georgia",21.91,11.77,"GA"
2021-03-28,"Georgia",22.62,11.94,"GA"
2021-03-29,"Georgia",23.05,12.01,"GA"
2021-03-30,"Georgia",23.22,12.06,"GA"
2021-03-31,"Georgia",23.69,12.26,"GA"
2021-04-01,"Georgia",24.34,12.5,"GA"
2021-04-02,"Georgia",25.05,12.81,"GA"
2021-04-03,"Georgia",25.68,13.11,"GA"
2021-04-04,"Georgia",25.7,13.13,"GA"
2021-04-05,"Georgia",26.29,13.33,"GA"
2021-04-06,"Georgia",26.49,13.39,"GA"
2021-04-07,"Georgia",27.55,14.08,"GA"
2021-04-08,"Georgia",28.1,14.47,"GA"
2021-04-09,"Georgia",28.78,14.95,"GA"
2021-04-10,"Georgia",28.8,14.99,"GA"
2021-04-11,"Georgia",28.83,15.02,"GA"
2021-04-12,"Georgia",28.84,15.03,"GA"
2021-01-12,"Hawaii",NA,NA,"HI"
2021-01-13,"Hawaii",NA,NA,"HI"
2021-01-14,"Hawaii",NA,NA,"HI"
2021-01-15,"Hawaii",2.8,0.51,"HI"
2021-01-16,"Hawaii",NA,NA,"HI"
2021-01-17,"Hawaii",NA,NA,"HI"
2021-01-18,"Hawaii",NA,NA,"HI"
2021-01-19,"Hawaii",3.72,0.8,"HI"
2021-01-20,"Hawaii",4.1,0.98,"HI"
2021-01-21,"Hawaii",4.47,1.14,"HI"
2021-01-22,"Hawaii",4.8,1.19,"HI"
2021-01-23,"Hawaii",4.8,1.19,"HI"
2021-01-24,"Hawaii",4.8,1.19,"HI"
2021-01-25,"Hawaii",5.25,1.26,"HI"
2021-01-26,"Hawaii",5.36,1.27,"HI"
2021-01-27,"Hawaii",5.59,1.31,"HI"
2021-01-28,"Hawaii",5.94,1.4,"HI"
2021-01-29,"Hawaii",6.32,1.54,"HI"
2021-01-30,"Hawaii",6.83,1.68,"HI"
2021-01-31,"Hawaii",7.3,1.83,"HI"
2021-02-01,"Hawaii",7.68,1.91,"HI"
2021-02-02,"Hawaii",7.82,1.92,"HI"
2021-02-03,"Hawaii",8.15,1.99,"HI"
2021-02-04,"Hawaii",8.51,2.16,"HI"
2021-02-05,"Hawaii",8.95,2.38,"HI"
2021-02-06,"Hawaii",9.37,2.62,"HI"
2021-02-07,"Hawaii",9.69,2.86,"HI"
2021-02-08,"Hawaii",10.05,3,"HI"
2021-02-09,"Hawaii",10.05,3,"HI"
2021-02-10,"Hawaii",10.05,3,"HI"
2021-02-11,"Hawaii",10.64,3.53,"HI"
2021-02-12,"Hawaii",10.94,3.81,"HI"
2021-02-13,"Hawaii",11.27,4.11,"HI"
2021-02-14,"Hawaii",11.51,4.4,"HI"
2021-02-15,"Hawaii",NA,NA,"HI"
2021-02-16,"Hawaii",11.9,4.85,"HI"
2021-02-17,"Hawaii",12.07,4.93,"HI"
2021-02-18,"Hawaii",12.3,5.17,"HI"
2021-02-19,"Hawaii",14.85,6.42,"HI"
2021-02-20,"Hawaii",15.22,6.85,"HI"
2021-02-21,"Hawaii",15.53,7.26,"HI"
2021-02-22,"Hawaii",15.91,7.62,"HI"
2021-02-23,"Hawaii",15.99,7.71,"HI"
2021-02-24,"Hawaii",16.15,7.99,"HI"
2021-02-25,"Hawaii",16.47,8.31,"HI"
2021-02-26,"Hawaii",16.81,8.7,"HI"
2021-02-27,"Hawaii",17.16,9.17,"HI"
2021-02-28,"Hawaii",17.52,9.67,"HI"
2021-03-01,"Hawaii",17.7,9.98,"HI"
2021-03-02,"Hawaii",17.76,10.15,"HI"
2021-03-03,"Hawaii",17.92,10.44,"HI"
2021-03-04,"Hawaii",18.31,10.91,"HI"
2021-03-05,"Hawaii",18.71,11.28,"HI"
2021-03-06,"Hawaii",19.17,11.69,"HI"
2021-03-07,"Hawaii",19.22,11.77,"HI"
2021-03-08,"Hawaii",19.84,12.35,"HI"
2021-03-09,"Hawaii",20.28,12.71,"HI"
2021-03-10,"Hawaii",20.83,13.04,"HI"
2021-03-11,"Hawaii",21.51,13.33,"HI"
2021-03-12,"Hawaii",22.18,13.68,"HI"
2021-03-13,"Hawaii",22.76,14.06,"HI"
2021-03-14,"Hawaii",23.26,14.34,"HI"
2021-03-15,"Hawaii",23.57,14.69,"HI"
2021-03-16,"Hawaii",23.99,14.91,"HI"
2021-03-17,"Hawaii",24.67,15.25,"HI"
2021-03-18,"Hawaii",25.38,15.51,"HI"
2021-03-19,"Hawaii",26.12,15.83,"HI"
2021-03-20,"Hawaii",26.74,16.11,"HI"
2021-03-21,"Hawaii",27.34,16.35,"HI"
2021-03-22,"Hawaii",27.57,16.42,"HI"
2021-03-23,"Hawaii",27.99,16.61,"HI"
2021-03-24,"Hawaii",28.55,16.84,"HI"
